,cpi_id,lawmaker_id,lawmaker,state,body,district,employer_business_interest,industry,disclosure_report,party
5084,5084,11029551,Keith English,MO,HOUSE,68,IBEW LOCAL 1,GENERAL TRADE UNIONS,https://apps.publicintegrity.org/disclosure/documents/3927607-MO-ENGLISH-KEITH,Not in Open States
5085,5085,3744341,Sue Entlicher,MO,HOUSE,128,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927610-MO-ENTLICHER-SUE,Not in Open States
5086,5086,11029646,Scott Fitzpatrick,MO,HOUSE,158,LAD LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927613-MO-FITZPATRICK-SCOTT-M,Republican
5087,5087,11029646,Scott Fitzpatrick,MO,HOUSE,158,MARICORP SOUTHEAST,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3927613-MO-FITZPATRICK-SCOTT-M,Republican
5088,5088,11029646,Scott Fitzpatrick,MO,HOUSE,158,MARICORP U.S.,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3927613-MO-FITZPATRICK-SCOTT-M,Republican
5089,5089,6685313,Paul Fitzwater,MO,HOUSE,144,BASKETBALL OFFICIATING,RECREATION & LIVE ENTERTAINMENT,https://apps.publicintegrity.org/disclosure/documents/3927616-MO-FITZWATER-PAUL,Republican
5090,5090,6685313,Paul Fitzwater,MO,HOUSE,144,CONCRETE FINISHING,BUILDING MATERIALS & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3927616-MO-FITZWATER-PAUL,Republican
5091,5091,3710003,Travis Fitzwater,MO,HOUSE,49,FITZWATER ENTERPRISES LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927619-MO-FITZWATER-TRAVIS,Republican
5092,5092,3710003,Travis Fitzwater,MO,HOUSE,49,MISSOURI PHARMACY ASSOCIATION,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3927619-MO-FITZWATER-TRAVIS,Republican
5093,5093,3826614,Tom Flanigan,MO,HOUSE,163,FLANIGAN & FLANIGAN,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927622-MO-FLANIGAN-TOM,Not in Open States
5094,5094,3692970,Lyndall Fraker,MO,HOUSE,137,BEST VALUE MOBILE STORAGE,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3927625-MO-FRAKER-LYNDALL,Republican
5095,5095,3692970,Lyndall Fraker,MO,HOUSE,137,DR. MARTIN SCHUDY,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3927625-MO-FRAKER-LYNDALL,Republican
5096,5096,3692970,Lyndall Fraker,MO,HOUSE,137,FRAKER/FRAKER/LONG,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927625-MO-FRAKER-LYNDALL,Republican
5097,5097,3692970,Lyndall Fraker,MO,HOUSE,137,RUTH BROOKS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927625-MO-FRAKER-LYNDALL,Republican
5098,5098,3692976,Diane Franklin,MO,HOUSE,123,FAMILY FARM,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927633-MO-FRANKLIN-DIANE,Republican
5099,5099,3692999,Keith Frederick,MO,HOUSE,121,PHELPS COUNTY REGIONAL MEDICAL CENTER MEDICAL GROUP,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927635-MO-FREDERICK-KEITH-J,Republican
5100,5100,11029595,Elaine Gannon,MO,HOUSE,115,GANNON ENTERPRISE,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927638-MO-GANNON-ELAINE-FREEMAN,Republican
5101,5101,6491373,Kimberly Gardner,MO,HOUSE,77,LAW OFFICE KIMBERLY GARDNER LLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927641-MO-GARDNER-KIMBERLY,Not in Open States
5102,5102,6684976,Don Gosen,MO,HOUSE,101,STATE FARM INSURANCE,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927646-MO-GOSEN-DON,Not in Open States
5103,5103,14744643,Alan Green,MO,HOUSE,67,"GREEN AND ASSOCIATES, LLC",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927651-MO-GREEN-ALAN,Democratic
5104,5104,3746352,Elijah Haahr,MO,HOUSE,134,AARON SACHS & ASSOCIATES,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927654-MO-HAAHR-ELIJAH,Republican
5105,5105,6685052,Marsha Haefner,MO,HOUSE,95,HAEFNER ST. LOUIS INVESTMENTS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927657-MO-HAEFNER-MARSHA-ELLEN,Republican
5106,5106,6685052,Marsha Haefner,MO,HOUSE,95,HAEFNER WINDING CREEK WAY LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927657-MO-HAEFNER-MARSHA-ELLEN,Republican
5107,5107,6685052,Marsha Haefner,MO,HOUSE,95,"HAEFNER'S FARM & GREENHOUSES, INC",CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927657-MO-HAEFNER-MARSHA-ELLEN,Republican
5108,5108,6685052,Marsha Haefner,MO,HOUSE,95,R & R HAEFNER FAMILY PARTNERSHIP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927657-MO-HAEFNER-MARSHA-ELLEN,Republican
5109,5109,6685052,Marsha Haefner,MO,HOUSE,95,UPRIGHT SOLUTIONS,TRUCKING,https://apps.publicintegrity.org/disclosure/documents/3927657-MO-HAEFNER-MARSHA-ELLEN,Republican
5110,5110,11029512,Jim Hansen,MO,HOUSE,40,FARM INCOME,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927659-MO-HANSEN-JIM,Republican
5111,5111,11029512,Jim Hansen,MO,HOUSE,40,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927659-MO-HANSEN-JIM,Republican
5112,5112,3734486,Ben Harris,MO,HOUSE,118,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927663-MO-HARRIS-BEN,Democratic
5113,5113,4108264,Daniel Hegeman,MO,SENATE,12,HEGEMAN FARM INC.,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3932230-MO-HEGEMAN-DANIEL,Not in Open States
5114,5114,4108264,Daniel Hegeman,MO,SENATE,12,KANSAS CITY POWER & LIGHT,ELECTRIC UTILITIES,https://apps.publicintegrity.org/disclosure/documents/3932230-MO-HEGEMAN-DANIEL,Not in Open States
5115,5115,11029583,Ronald Hicks,MO,HOUSE,107,SLATER ENTERPRISES,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3927666-MO-HICKS-RONALD-RON,Not in Open States
5116,5116,6684811,Galen Jr Higdon,MO,HOUSE,11,HIGDONS ENTERPRISES LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927668-MO-HIGDON-JR-GALEN-WAYNE,Not in Open States
5117,5117,19692210,Justin Hill,MO,HOUSE,108,J.S. HILL LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927671-MO-HILL-JUSTIN,Republican
5118,5118,19692210,Justin Hill,MO,HOUSE,108,NORDVAST HOLDINGS,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927671-MO-HILL-JUSTIN,Republican
5119,5119,19692210,Justin Hill,MO,HOUSE,108,VISOR INC.,INSURANCE,https://apps.publicintegrity.org/disclosure/documents/3927671-MO-HILL-JUSTIN,Republican
5120,5120,13003259,David Hinson,MO,HOUSE,119,ALL SEASONS LAWN AND GARDEN LLC,MISCELLANEOUS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927674-MO-HINSON-DAVID-DAVE,Not in Open States
5121,5121,13003259,David Hinson,MO,HOUSE,119,CHRISTIAN HOSPITAL,HOSPITALS & NURSING HOMES,https://apps.publicintegrity.org/disclosure/documents/3927674-MO-HINSON-DAVID-DAVE,Not in Open States
5122,5122,13003259,David Hinson,MO,HOUSE,119,DOUBLE H ENTERPRISE LLC,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3927674-MO-HINSON-DAVID-DAVE,Not in Open States
5123,5123,3999599,Jason Holsman,MO,SENATE,7,ATLAS PRIME LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932236-MO-HOLSMAN-JASON-N,Democratic
5124,5124,3999599,Jason Holsman,MO,SENATE,7,MRH PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3932236-MO-HOLSMAN-JASON-N,Democratic
5125,5125,3999599,Jason Holsman,MO,SENATE,7,UNIVERSITY OF PHOENIX,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3932236-MO-HOLSMAN-JASON-N,Democratic
5126,5126,4115771,Denny Hoskins,MO,HOUSE,54,"COCHRAN HEAD VICK AND CO, PC",ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3927677-MO-HOSKINS-DENNY-L,Republican
5127,5127,4115771,Denny Hoskins,MO,HOUSE,54,"DENNY HOSKINS, CPA",ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3927677-MO-HOSKINS-DENNY-L,Republican
5128,5128,4115771,Denny Hoskins,MO,HOUSE,54,"HOS PROPERTIES, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927677-MO-HOSKINS-DENNY-L,Republican
5129,5129,4115771,Denny Hoskins,MO,HOUSE,54,WILSON TOELLNER,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927677-MO-HOSKINS-DENNY-L,Republican
5130,5130,3826742,Lincoln Hough,MO,HOUSE,135,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927679-MO-HOUGH-LINCOLN,Not in Open States
5131,5131,6684756,Jay Houghton,MO,HOUSE,43,DEIMEKE FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927683-MO-HOUGHTON-JAY-D,Republican
5132,5132,13003171,Penny Hubbard,MO,HOUSE,78,CARR SQUARE,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3927688-MO-HUBBARD-PENNY-V,Not in Open States
5133,5133,24760999,Tila Hubrecht,MO,HOUSE,151,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927692-MO-HUBRECHT-TILA-ROWLAND,Republican
5134,5134,3691303,Jacob Hummel,MO,HOUSE,81,IBEW LOCAL 1,GENERAL TRADE UNIONS,https://apps.publicintegrity.org/disclosure/documents/3927695-MO-HUMMEL-JACOB-W-JAKE,Democratic
5135,5135,3691303,Jacob Hummel,MO,HOUSE,81,MISSOURI AFL-CIO,GENERAL TRADE UNIONS,https://apps.publicintegrity.org/disclosure/documents/3927695-MO-HUMMEL-JACOB-W-JAKE,Democratic
5136,5136,11029538,Tom Hurst,MO,HOUSE,62,HURST AUCTION SERVICE,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927698-MO-HURST-TOM,Republican
5137,5137,11029538,Tom Hurst,MO,HOUSE,62,HURST CATTLE FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927698-MO-HURST-TOM,Republican
5138,5138,11029538,Tom Hurst,MO,HOUSE,62,HURST INDUSTRIES,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927698-MO-HURST-TOM,Republican
5139,5139,11029538,Tom Hurst,MO,HOUSE,62,HURST TAX AND ACCOUNTING,ACCOUNTANTS,https://apps.publicintegrity.org/disclosure/documents/3927698-MO-HURST-TOM,Republican
5140,5140,11029538,Tom Hurst,MO,HOUSE,62,META SEED COMPANY,AGRICULTURAL SERVICES & PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3927698-MO-HURST-TOM,Republican
5141,5141,3693329,Delus Johnson,MO,HOUSE,9,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927702-MO-JOHNSON-DELUS,Republican
5142,5142,13003156,Caleb Jones,MO,HOUSE,50,"JONES AND ASSOCIATES, LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927706-MO-JONES-CALEB,Not in Open States
5143,5143,13003178,Jeffery Justus,MO,HOUSE,156,JUSTUS PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927709-MO-JUSTUS-JEFFERY-JEFF,Republican
5144,5144,13003178,Jeffery Justus,MO,HOUSE,156,WHEICHEL HARDWARE CO. INC.,BUILDING MATERIALS & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3927709-MO-JUSTUS-JEFFERY-JEFF,Republican
5145,5145,6502719,Joseph Keaveny,MO,SENATE,4,WEISS ATTORNEYS AT LAW,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3932238-MO-KEAVENY-JOSEPH-P-JOE,Not in Open States
5146,5146,13003387,Shelley Keeney,MO,HOUSE,145,MINERAL AREA COLLEGE,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927713-MO-KEENEY-SHELLEY-WHITE,Not in Open States
5147,5147,3720221,Michael Kehoe,MO,SENATE,6,"B.K.R. INVESTMENTS, INC.",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5148,5148,3720221,Michael Kehoe,MO,SENATE,6,BKB INVESTMENTS LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5149,5149,3720221,Michael Kehoe,MO,SENATE,6,C BAR K LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5150,5150,3720221,Michael Kehoe,MO,SENATE,6,CLK SERVICES LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5151,5151,3720221,Michael Kehoe,MO,SENATE,6,EMPTY STREET LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5152,5152,3720221,Michael Kehoe,MO,SENATE,6,"GRD MOTORS, INC.",AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5153,5153,3720221,Michael Kehoe,MO,SENATE,6,WESTPOINT DEVELOPMENT COMPANY INC.,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932243-MO-KEHOE-MICHAEL-L-MIKE,Not in Open States
5154,5154,3789251,Mike Kelley,MO,HOUSE,127,ASSE INTERNATIONAL INC.,EDUCATION,https://apps.publicintegrity.org/disclosure/documents/3927717-MO-KELLEY-MIKE,Republican
5155,5155,3789251,Mike Kelley,MO,HOUSE,127,LAMAR ONE INC.,FOOD & BEVERAGE,https://apps.publicintegrity.org/disclosure/documents/3927717-MO-KELLEY-MIKE,Republican
5156,5156,3789251,Mike Kelley,MO,HOUSE,127,P.J. INC,AUTOMOTIVE,https://apps.publicintegrity.org/disclosure/documents/3927717-MO-KELLEY-MIKE,Republican
5157,5157,21271913,Kip Kendrick,MO,HOUSE,45,BOONE COUNTY FAMILY RESOURCES,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3927723-MO-KENDRICK-KIP,Democratic
5158,5158,24811469,William Kidd,MO,HOUSE,20,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3927726-MO-KIDD-WILLIAM-E-BILL,Not in Open States
5159,5159,24811463,Stewart King,MO,HOUSE,17,"STEWART MARKETING CONSORTIUM, INC.",BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927732-MO-KING-S-NICK,Not in Open States
5160,5160,3719209,Jeanne Kirkton,MO,HOUSE,91,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927736-MO-KIRKTON-JEANNE-M,Not in Open States
5161,5161,3837616,Andrew Koenig,MO,HOUSE,99,KOENIG CONSTRUCTION LLC,SPECIAL TRADE CONTRACTORS,https://apps.publicintegrity.org/disclosure/documents/3927739-MO-KOENIG-ANDREW,Republican
5162,5162,3837616,Andrew Koenig,MO,HOUSE,99,KOENIG ENTERPRISE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927739-MO-KOENIG-ANDREW,Republican
5163,5163,3847762,Glen Kolkmeyer,MO,HOUSE,53,DEERVIEW PROPERTIES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927744-MO-KOLKMEYER-GLEN,Republican
5164,5164,3847762,Glen Kolkmeyer,MO,HOUSE,53,ENERGY TRANSPORT SOLUTION INC.,TRUCKING,https://apps.publicintegrity.org/disclosure/documents/3927744-MO-KOLKMEYER-GLEN,Republican
5165,5165,3698973,Bart Korman,MO,HOUSE,42,"BART KORMAN ENTERPRISES, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927748-MO-KORMAN-BART,Republican
5166,5166,3698973,Bart Korman,MO,HOUSE,42,"D & B TEAM, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927748-MO-KORMAN-BART,Republican
5167,5167,3698973,Bart Korman,MO,HOUSE,42,KORMAN AUCTION SERVICE,MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927748-MO-KORMAN-BART,Republican
5168,5168,3698973,Bart Korman,MO,HOUSE,42,"LEWIS-BADE, INC.",CONSTRUCTION SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927748-MO-KORMAN-BART,Republican
5169,5169,3698973,Bart Korman,MO,HOUSE,42,"MILLENIUM FIVE REAL ESTATE, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927748-MO-KORMAN-BART,Republican
5170,5170,3764494,Michele Kratky,MO,HOUSE,82,FRIDAY ADVENTURES LLC,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927752-MO-KRATKY-MICHELE,Not in Open States
5171,5171,4301576,Will Kraus,MO,SENATE,8,US ARMY,MILITARY,https://apps.publicintegrity.org/disclosure/documents/3932228-MO-KRAUS-WILL,Republican
5172,5172,4301576,Will Kraus,MO,SENATE,8,WILL KRAUS INVESTMENTS LLC,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3932228-MO-KRAUS-WILL,Republican
5173,5173,11029494,Jeremy Lafaver,MO,HOUSE,25,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927755-MO-LAFAVER-JEREMY,Not in Open States
5174,5174,6676426,Mike Lair,MO,HOUSE,7,RETIRED EDUCATOR,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3927759-MO-LAIR-MIKE,Not in Open States
5175,5175,13003348,Bill Lant,MO,HOUSE,159,RETIRED,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3927764-MO-LANT-BILL,Republican
5176,5176,6684883,Jeanie Lauer,MO,HOUSE,32,THE MANAGEMENT EDGE,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927767-MO-LAUER-JEANIE,Republican
5177,5177,3798991,Deborah Lavender,MO,HOUSE,90,DES RANES PHYSICAL THERAPY,HEALTH PROFESSIONALS,https://apps.publicintegrity.org/disclosure/documents/3927770-MO-LAVENDER-DEBORAH-DEB,Not in Open States
5178,5178,3826477,Mike Leara,MO,HOUSE,96,"DEFENSE LOGISTICS, LLC",MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3927778-MO-LEARA-MIKE,Not in Open States
5179,5179,3826477,Mike Leara,MO,HOUSE,96,"GATEWAY ADVISORS, LLC",MISCELLANEOUS FINANCE,https://apps.publicintegrity.org/disclosure/documents/3927778-MO-LEARA-MIKE,Not in Open States
5180,5180,3721269,Paul Levota,MO,SENATE,11,COMMUNITYAMERICA CREDIT UNION,CREDIT UNIONS,https://apps.publicintegrity.org/disclosure/documents/3927781-MO-LEVOTA-PAUL,Not in Open States
5181,5181,11029938,Douglas Libla,MO,SENATE,25,EAGLE INVESTMENT CORP.,SECURITIES & INVESTMENT,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5182,5182,11029938,Douglas Libla,MO,SENATE,25,LIBIA FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5183,5183,11029938,Douglas Libla,MO,SENATE,25,MID CONTINENT CORP,MISCELLANEOUS MANUFACTURING & DISTRIBUTING,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5184,5184,11029938,Douglas Libla,MO,SENATE,25,"NJE, LLC",EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5185,5185,11029938,Douglas Libla,MO,SENATE,25,SEVENTH TEE DEVELOPMENT,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5186,5186,11029938,Douglas Libla,MO,SENATE,25,SYMPHONY FINANCIAL GROUP,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3932232-MO-LIBLA-DOUGLAS-DOUG,Not in Open States
5187,5187,6575425,Donna Lichtenegger,MO,HOUSE,146,LICHTENEGGER RENTALS,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927786-MO-LICHTENEGGER-DONNA,Republican
5188,5188,6685170,Warren Love,MO,HOUSE,125,BOLANDER FARMS,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927790-MO-LOVE-WARREN-D,Republican
5189,5189,6685170,Warren Love,MO,HOUSE,125,LOVE RANCH LLC,CROP PRODUCTION & BASIC PROCESSING & LIVESTOCK,https://apps.publicintegrity.org/disclosure/documents/3927790-MO-LOVE-WARREN-D,Republican
5190,5190,6685170,Warren Love,MO,HOUSE,125,MINI STORAGE LLC,MISCELLANEOUS BUSINESS,https://apps.publicintegrity.org/disclosure/documents/3927790-MO-LOVE-WARREN-D,Republican
5191,5191,4036146,Steve Jr Lynch,MO,HOUSE,122,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927793-MO-LYNCH-JR-STEVE,Not in Open States
5192,5192,13003091,Nick Marshall,MO,HOUSE,13,LAW OFFICES OF NICHOLAS A. MARSHALL,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927797-MO-MARSHALL-NICK,Republican
5193,5193,13003091,Nick Marshall,MO,HOUSE,13,"MARSHALL & ZEVENBERGEN LAW, LLC",LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927797-MO-MARSHALL-NICK,Republican
5194,5194,13003091,Nick Marshall,MO,HOUSE,13,THE MARSHALL LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927797-MO-MARSHALL-NICK,Republican
5195,5195,12731067,Kirk Mathews,MO,HOUSE,110,FIVE STONES LLC,BUSINESS SERVICES,https://apps.publicintegrity.org/disclosure/documents/3927804-MO-MATHEWS-KIRK,Republican
5196,5196,3800302,Karla May,MO,HOUSE,84,AT & T,TELECOM SERVICES & EQUIPMENT,https://apps.publicintegrity.org/disclosure/documents/3927809-MO-MAY-KARLA,Democratic
5197,5197,3729715,John Mccaherty,MO,HOUSE,97,FIRST BAPTIST CHURCH OF MURPHY,CLERGY,https://apps.publicintegrity.org/disclosure/documents/3927813-MO-MCCAHERTY-JOHN-C,Not in Open States
5198,5198,6511707,Gail Mccann-Beatty,MO,HOUSE,26,HOLLIDAY LAW FIRM,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927495-MO-BEATTY-GAIL-MCCANN,Not in Open States
5199,5199,6511707,Gail Mccann-Beatty,MO,HOUSE,26,"MCCANN BEATTY PROPERTIES, LLC",REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927495-MO-BEATTY-GAIL-MCCANN,Not in Open States
5200,5200,6511707,Gail Mccann-Beatty,MO,HOUSE,26,MCCANN BEATTY VALUATION & CONSULTING,REAL ESTATE,https://apps.publicintegrity.org/disclosure/documents/3927495-MO-BEATTY-GAIL-MCCANN,Not in Open States
5201,5201,6536336,Tracy Mccreery,MO,HOUSE,88,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927816-MO-MCCREERY-TRACY,Not in Open States
5202,5202,24811606,Andrew Mcdaniel,MO,HOUSE,150,THE BEAUTY SHOP,RETAIL SALES,https://apps.publicintegrity.org/disclosure/documents/3927820-MO-MCDANIEL-ANDREW,Not in Open States
5203,5203,4006559,Tom Mcdonald,MO,HOUSE,28,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927826-MO-MCDONALD-TOM,Not in Open States
5204,5204,11029510,Joe Mcgaugh,MO,HOUSE,39,CRAVEN HORSE LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927831-MO-MCGAUGH-JOE-DON,Not in Open States
5205,5205,11029510,Joe Mcgaugh,MO,HOUSE,39,MCGAUGH LAW OFFICES LLC,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927831-MO-MCGAUGH-JOE-DON,Not in Open States
5206,5206,11029510,Joe Mcgaugh,MO,HOUSE,39,WUSS PIG LLC,EMPLOYER LISTED/CATEGORY UNKNOWN,https://apps.publicintegrity.org/disclosure/documents/3927831-MO-MCGAUGH-JOE-DON,Not in Open States
5207,5207,6502444,Kevin Mcmanus,MO,HOUSE,36,CITY OF KANSAS CITY,CIVIL SERVANTS/PUBLIC OFFICIALS,https://apps.publicintegrity.org/disclosure/documents/3927834-MO-MCMANUS-KEVIN,Not in Open States
5208,5208,6502444,Kevin Mcmanus,MO,HOUSE,36,MARTIN LEIGH LAWS FRITZLEN P.C.,LAWYERS & LOBBYISTS,https://apps.publicintegrity.org/disclosure/documents/3927834-MO-MCMANUS-KEVIN,Not in Open States
5209,5209,13003197,Margo Mcneil,MO,HOUSE,69,RETIRED EDUCATOR,RETIRED,https://apps.publicintegrity.org/disclosure/documents/3927839-MO-MCNEIL-MARGO,Not in Open States
5210,5210,11029557,Susan Meredith,MO,HOUSE,71,,NONE,https://apps.publicintegrity.org/disclosure/documents/3927842-MO-MEREDITH-SUSAN-SUE,Not in Open States
5211,5211,11029611,Jeff Messenger,MO,HOUSE,130,OZARK PROSTHETICS AND ORTHOTICS,PHARMACEUTICALS & HEALTH PRODUCTS,https://apps.publicintegrity.org/disclosure/documents/3927845-MO-MESSENGER-JEFF,Not in Open States
